,Id,Income,Age,Experience,Married/Single,House_Ownership,Car_Ownership,Profession,CITY,STATE,CURRENT_JOB_YRS,CURRENT_HOUSE_YRS,Risk_Flag
171613,171614,7515439,74,6,single,rented,no,Politician,Davanagere,Karnataka,6,11,0
25313,25314,6676324,48,6,single,owned,yes,Mechanical_engineer,Vasai-Virar,Maharashtra,6,10,0
44648,44649,3887037,65,11,single,rented,no,Physician,Sultan_Pur_Majra,Delhi,6,11,0
161833,161834,2709078,60,4,single,rented,no,Computer_hardware_engineer,Kozhikode,Kerala,4,12,0
55954,55955,5539169,30,6,married,rented,no,Comedian,Vijayawada,Andhra_Pradesh,6,13,0
34397,34398,614251,59,14,single,rented,no,Civil_engineer,Morbi,Gujarat,12,13,0
1000,1001,8367934,39,0,married,norent_noown,no,Comedian,Panipat,Haryana,0,12,0
157943,157944,6701205,71,13,married,rented,no,Statistician,Silchar,Assam,5,13,0
86068,86069,2235378,30,19,single,rented,no,Physician,Erode[17],Tamil_Nadu,10,10,0
181610,181611,4120478,68,4,single,rented,no,Librarian,Panihati,West_Bengal,4,14,0
76474,76475,3654298,78,18,single,rented,yes,Industrial_Engineer,Lucknow,Uttar_Pradesh,5,10,0
135896,135897,7198404,29,19,single,owned,yes,Graphic_Designer,Patiala,Punjab,6,14,1
26718,26719,7349884,67,10,single,rented,no,Geologist,Nanded,Maharashtra,6,12,0
29653,29654,9735655,57,2,single,rented,no,Artist,Cuttack,Odisha,2,13,0
72539,72540,9112796,27,5,single,rented,yes,Statistician,Haridwar,Uttarakhand,5,12,0
232302,232303,3474934,30,15,single,rented,no,Designer,Sagar,Madhya_Pradesh,10,11,0
184998,184999,5824731,61,7,single,rented,yes,Financial_Analyst,Sirsa,Haryana,6,14,0
211347,211348,275750,22,9,single,rented,no,Army_officer,Tinsukia,Assam,9,11,0
126473,126474,4762371,72,18,single,rented,no,Comedian,Medininagar,Jharkhand,5,12,0
23147,23148,260970,59,2,single,owned,no,Fashion_Designer,Hyderabad,Telangana,2,13,0
198491,198492,5829652,25,7,single,owned,no,Biomedical_Engineer,Chandigarh_city,Chandigarh,7,11,0
9513,9514,6789928,45,3,married,rented,no,Hotel_Manager,Unnao,Uttar_Pradesh,3,13,0
174712,174713,1035064,66,6,single,rented,no,Army_officer,Siliguri,West_Bengal,6,11,0
192374,192375,587478,44,0,single,rented,no,Flight_attendant,Mahbubnagar,Telangana,0,14,0
212427,212428,116617,62,15,single,rented,no,Mechanical_engineer,Bhilai,Chhattisgarh,14,11,1
86426,86427,5431918,40,1,single,rented,no,Artist,Amaravati,Andhra_Pradesh,1,14,0
182945,182946,4981319,72,19,single,rented,no,Technology_specialist,Kota[6],Rajasthan,9,13,0
77825,77826,5765117,43,7,single,rented,no,Police_officer,Jamalpur[36],Bihar,7,11,0
176188,176189,5074140,61,18,single,rented,no,Analyst,Rourkela,Odisha,14,12,0
200213,200214,368667,48,2,married,rented,no,Computer_operator,Moradabad,Uttar_Pradesh,2,13,0
234184,234185,6511045,39,10,single,rented,no,Surveyor,Ballia,Uttar_Pradesh,10,10,0
30301,30302,1290647,39,1,single,rented,yes,Computer_operator,Tinsukia,Assam,1,13,0
213395,213396,2389351,62,5,single,norent_noown,no,Analyst,Rajkot,Gujarat,5,14,0
125292,125293,1509614,25,0,married,rented,yes,Firefighter,Vijayanagaram,Andhra_Pradesh,0,13,1
4709,4710,3392005,61,11,single,rented,no,Petroleum_Engineer,Amroha,Uttar_Pradesh,6,13,0
158235,158236,1147932,32,20,single,rented,no,Geologist,Rourkela,Odisha,3,14,0
83732,83733,8717303,55,10,single,rented,no,Drafter,Dewas,Madhya_Pradesh,10,13,0
74459,74460,1192674,43,13,single,rented,no,Biomedical_Engineer,Howrah,West_Bengal,8,14,0
211723,211724,4461235,70,10,married,rented,no,Chartered_Accountant,Shimoga,Karnataka,10,12,0
154405,154406,9589262,43,13,single,rented,no,Web_designer,Bidhannagar,West_Bengal,4,10,0
27677,27678,3487781,65,7,single,rented,no,Politician,Alappuzha,Kerala,7,10,0
31136,31137,9829613,47,17,single,rented,no,Chartered_Accountant,Jorhat,Assam,12,13,0
218042,218043,5652991,63,7,single,rented,yes,Air_traffic_controller,Avadi,Tamil_Nadu,7,12,0
21135,21136,9331288,75,14,single,rented,yes,Artist,Bhilwara,Rajasthan,3,14,0
17698,17699,3806203,45,10,married,rented,yes,Police_officer,Ratlam,Madhya_Pradesh,10,13,0
89135,89136,2467224,35,3,single,rented,no,Flight_attendant,Dibrugarh,Assam,3,11,1
125362,125363,6092943,60,10,single,rented,no,Aviator,Ramgarh,Jharkhand,10,11,0
52383,52384,757592,23,5,married,rented,no,Consultant,Dehri[30],Bihar,3,10,0
239121,239122,5280098,37,10,single,rented,yes,Psychologist,Bokaro,Jharkhand,5,10,1
211030,211031,8633347,27,4,single,rented,no,Microbiologist,Aizawl,Mizoram,4,14,0
251039,251040,5555357,53,19,single,rented,no,Surgeon,Sasaram[30],Bihar,13,11,0
230984,230985,5975288,71,18,single,owned,no,Dentist,Howrah,West_Bengal,6,11,0
105879,105880,9433222,48,14,single,rented,yes,Scientist,Silchar,Assam,10,11,0
233840,233841,2267746,78,16,single,owned,yes,Chemical_engineer,Sri_Ganganagar,Rajasthan,7,11,0
95826,95827,752752,76,3,single,rented,no,Physician,Ahmedabad,Gujarat,3,12,1
30264,30265,1200485,63,16,single,owned,no,Industrial_Engineer,Gurgaon,Haryana,4,14,0
65389,65390,2582515,27,14,single,rented,yes,Design_Engineer,Anantapuram[24],Andhra_Pradesh,14,13,0
90448,90449,8316469,40,11,single,rented,no,Civil_engineer,Imphal,Manipur,5,10,0
175131,175132,7730239,55,16,single,rented,yes,Technical_writer,Thane,Maharashtra,3,12,0
242406,242407,5260649,46,0,single,rented,no,Politician,Karimnagar,Telangana,0,11,0
16155,16156,7738866,70,6,single,rented,no,Graphic_Designer,Ramgarh,Jharkhand,6,12,0
236108,236109,8106172,22,2,single,rented,no,Official,Kolhapur,Maharashtra,2,11,1
233961,233962,4457950,75,15,married,rented,yes,Magistrate,Hospet,Karnataka,7,12,1
137130,137131,5994323,55,10,single,rented,yes,Police_officer,Tezpur,Assam,10,10,1
123985,123986,474864,73,14,married,rented,no,Psychologist,Raebareli,Uttar_Pradesh,9,12,0
212490,212491,2157500,59,16,single,rented,no,Consultant,Bilaspur,Chhattisgarh,11,11,0
217767,217768,3538448,76,14,single,rented,no,Architect,Jorhat,Assam,9,10,0
192921,192922,3659030,24,2,single,rented,yes,Computer_hardware_engineer,Pudukkottai,Tamil_Nadu,2,13,0
238022,238023,8958532,27,0,single,rented,no,Drafter,Noida,Uttar_Pradesh,0,12,0
151125,151126,3991815,66,4,married,rented,no,Technical_writer,Alappuzha,Kerala,4,10,0
200043,200044,2062343,40,15,married,rented,yes,Aviator,Ballia,Uttar_Pradesh,14,11,0
119121,119122,4445947,53,17,single,rented,no,Technology_specialist,Coimbatore,Tamil_Nadu,4,14,0
191025,191026,4004905,44,1,single,rented,no,Financial_Analyst,Hubliâ€“Dharwad,Karnataka,1,14,0
74907,74908,3183557,49,10,single,rented,yes,Aviator,Dharmavaram,Andhra_Pradesh,10,10,0
237772,237773,310478,29,19,single,rented,no,Graphic_Designer,Amritsar,Punjab,11,11,1
69712,69713,1303701,34,20,single,rented,no,Psychologist,Firozabad,Uttar_Pradesh,3,13,1
10231,10232,1729641,38,12,single,rented,no,Hotel_Manager,Bhavnagar,Gujarat,12,12,1
191476,191477,6329731,45,9,single,norent_noown,no,Designer,Bhilwara,Rajasthan,9,13,0
45488,45489,1662067,31,14,single,rented,yes,Technical_writer,Sirsa,Haryana,7,10,0
179265,179266,8143512,31,7,single,rented,no,Financial_Analyst,Thoothukudi,Tamil_Nadu,6,14,1
82687,82688,9680806,74,2,single,rented,no,Economist,Srinagar,Jammu_and_Kashmir,2,14,0
62066,62067,713017,40,17,single,rented,yes,Statistician,Bahraich,Uttar_Pradesh,5,10,0
192945,192946,1380103,33,1,single,rented,yes,Dentist,Solapur,Maharashtra,1,10,0
81379,81380,4804358,79,19,single,rented,no,Statistician,Bareilly,Uttar_Pradesh,13,14,0
57978,57979,1685809,48,18,single,rented,yes,Physician,South_Dumdum,West_Bengal,3,12,0
74457,74458,5001124,46,11,single,owned,yes,Analyst,Hazaribagh,Jharkhand,11,11,0
206462,206463,3333641,42,6,single,norent_noown,yes,Air_traffic_controller,Anand,Gujarat,6,10,0
176543,176544,5850440,68,20,married,rented,no,Physician,Aurangabad[39],Bihar,11,12,0
149852,149853,7826657,30,3,single,rented,no,Dentist,Buxar[37],Bihar,3,10,1
97752,97753,3310900,62,3,single,rented,yes,Dentist,Jaipur,Rajasthan,3,11,0
166524,166525,7578708,58,18,single,rented,yes,Surveyor,Gangtok,Sikkim,14,13,0
9025,9026,5124001,78,12,single,rented,no,Architect,Chittoor[28],Andhra_Pradesh,12,10,0
243286,243287,2293518,22,7,single,rented,no,Politician,Kolkata,West_Bengal,7,14,0
162772,162773,749226,67,4,single,rented,yes,Hotel_Manager,Saharanpur,Uttar_Pradesh,4,10,0
122346,122347,8908371,25,16,single,rented,no,Chef,Guwahati,Assam,7,11,0
219093,219094,3502694,65,10,single,rented,no,Civil_engineer,Kollam,Kerala,10,14,0
192667,192668,4658830,45,11,single,rented,yes,Computer_hardware_engineer,Amroha,Uttar_Pradesh,8,10,0
142888,142889,4749978,65,6,single,owned,no,Technology_specialist,Rajahmundry[19][20],Andhra_Pradesh,4,11,0
222171,222172,6021940,56,9,single,rented,yes,Financial_Analyst,Panvel,Maharashtra,9,10,0
67935,67936,2393887,40,13,single,rented,no,Dentist,Ambattur,Tamil_Nadu,11,14,0
134948,134949,8989094,76,7,single,rented,no,Computer_operator,Secunderabad,Telangana,7,13,0
111443,111444,3616979,40,17,single,rented,no,Comedian,Gwalior,Madhya_Pradesh,9,11,0
120444,120445,9840980,67,20,married,norent_noown,no,Fashion_Designer,Naihati,West_Bengal,10,11,0
114306,114307,3361391,48,0,single,rented,no,Politician,Nandyal,Andhra_Pradesh,0,14,0
39182,39183,9409703,53,16,married,rented,no,Dentist,Chapra,Bihar,14,12,0
166060,166061,6605548,61,7,single,rented,no,Petroleum_Engineer,Ramgarh,Jharkhand,7,13,0
167345,167346,1885923,46,16,single,rented,no,Magistrate,Thanjavur,Tamil_Nadu,8,14,0
219482,219483,2490408,43,5,single,rented,no,Drafter,Kharagpur,West_Bengal,5,12,0
64340,64341,3558638,63,4,single,owned,no,Statistician,Bangalore,Karnataka,4,10,0
125071,125072,749226,67,4,single,rented,yes,Hotel_Manager,Saharanpur,Uttar_Pradesh,4,10,0
90297,90298,9514006,75,9,married,rented,no,Mechanical_engineer,Saharanpur,Uttar_Pradesh,9,11,0
178481,178482,9446738,55,2,single,rented,no,Design_Engineer,Mira-Bhayandar,Maharashtra,2,10,0
6689,6690,6640784,35,10,single,rented,yes,Psychologist,Bahraich,Uttar_Pradesh,5,12,0
123907,123908,1928059,63,10,single,owned,no,Consultant,Thoothukudi,Tamil_Nadu,10,12,0
32798,32799,133954,27,15,single,rented,no,Software_Developer,Sambhal,Uttar_Pradesh,11,13,0
244303,244304,4344521,68,7,single,rented,no,Fashion_Designer,Bhiwani,Haryana,7,14,0
224673,224674,9600499,28,2,married,rented,yes,Hotel_Manager,Maheshtala,West_Bengal,2,10,0
110251,110252,1111823,47,20,single,rented,yes,Computer_operator,Giridih,Jharkhand,11,11,0
15699,15700,5379845,31,5,married,rented,no,Police_officer,Narasaraopet,Andhra_Pradesh,5,12,1
33912,33913,238772,25,16,single,rented,no,Surveyor,Motihari[34],Bihar,14,13,0
137022,137023,270354,21,2,single,rented,no,Mechanical_engineer,Hosur,Tamil_Nadu,2,13,0
53496,53497,6915072,26,3,single,rented,no,Chemical_engineer,Howrah,West_Bengal,3,12,0
238890,238891,5271620,51,8,single,rented,no,Politician,Naihati,West_Bengal,8,11,0
94138,94139,1680415,69,18,single,rented,no,Technician,Thrissur,Kerala,5,12,0
65169,65170,4788890,62,5,married,rented,no,Police_officer,Ambattur,Tamil_Nadu,5,12,0
142497,142498,8129321,22,16,single,rented,no,Physician,Thiruvananthapuram,Kerala,13,12,0
175134,175135,3009196,65,9,single,rented,no,Physician,Bulandshahr,Uttar_Pradesh,9,11,0
104656,104657,6647354,53,2,single,owned,no,Fashion_Designer,Pondicherry,Puducherry,2,11,0
136145,136146,6357644,37,5,single,rented,no,Surgeon,Raebareli,Uttar_Pradesh,5,12,0
105718,105719,8897257,65,12,single,rented,no,Fashion_Designer,Siwan[32],Bihar,5,14,0
48910,48911,4074914,40,16,married,rented,yes,Police_officer,Jamnagar,Gujarat,9,14,0
21411,21412,9597503,47,13,single,rented,no,Chemical_engineer,Guwahati,Assam,7,10,1
204740,204741,2447892,22,16,married,rented,no,Technical_writer,Meerut,Uttar_Pradesh,6,10,0
75395,75396,6198507,28,14,single,rented,no,Civil_engineer,Surendranagar_Dudhrej,Gujarat,12,13,0
87786,87787,259809,34,0,single,rented,no,Biomedical_Engineer,Rohtak,Haryana,0,13,0
42586,42587,754014,69,2,single,rented,no,Software_Developer,Deoghar,Jharkhand,2,13,0
1454,1455,5275803,33,10,single,rented,no,Police_officer,Kulti,West_Bengal,9,13,0
114706,114707,6380792,51,12,single,rented,no,Magistrate,Karimnagar,Telangana,12,13,0
130100,130101,1966474,26,16,single,rented,yes,Biomedical_Engineer,Visakhapatnam[4],Andhra_Pradesh,4,10,0
57329,57330,4058831,68,10,single,rented,no,Technology_specialist,Vijayawada,Andhra_Pradesh,4,10,0
240171,240172,538454,39,16,single,owned,yes,Dentist,Giridih,Jharkhand,5,11,0
169471,169472,9644741,45,2,single,rented,no,Firefighter,Anand,Gujarat,2,10,0
167675,167676,4594450,79,14,single,rented,no,Microbiologist,Shimla,Himachal_Pradesh,14,11,0
191133,191134,9644741,45,2,single,rented,no,Firefighter,Anand,Gujarat,2,10,0
110920,110921,6913338,61,16,single,rented,yes,Consultant,Satara,Maharashtra,11,14,1
236125,236126,5353212,79,20,married,rented,no,Hotel_Manager,Mysore[7][8][9],Karnataka,12,14,0
74829,74830,5990216,38,5,single,rented,no,Secretary,Moradabad,Uttar_Pradesh,5,13,0
193649,193650,8658313,44,2,single,rented,no,Psychologist,Chapra,Bihar,2,11,0
126511,126512,3713726,56,16,single,rented,no,Dentist,Baranagar,West_Bengal,7,14,0
97111,97112,7990740,62,0,single,rented,no,Surgeon,Unnao,Uttar_Pradesh,0,12,0
139461,139462,7691997,48,18,single,rented,yes,Scientist,Alappuzha,Kerala,8,12,1
52057,52058,6475776,35,4,single,norent_noown,no,Surveyor,Ambarnath,Maharashtra,4,11,0
138733,138734,7968822,24,13,single,rented,no,Petroleum_Engineer,Begusarai,Bihar,3,13,0
121029,121030,9280298,51,3,single,rented,no,Lawyer,Amroha,Uttar_Pradesh,3,10,0
205644,205645,2336237,66,6,single,rented,no,Financial_Analyst,Rajkot,Gujarat,4,10,0
64233,64234,7555360,57,4,single,rented,no,Computer_hardware_engineer,Sambhal,Uttar_Pradesh,4,10,0
51709,51710,2082678,27,2,single,rented,no,Technology_specialist,Guwahati,Assam,2,10,0
106097,106098,6475776,35,4,single,norent_noown,no,Surveyor,Ambarnath,Maharashtra,4,11,0
163293,163294,6760782,68,5,single,rented,no,Chartered_Accountant,Kolkata,West_Bengal,5,11,0
85511,85512,8295121,50,11,single,rented,no,Army_officer,Korba,Chhattisgarh,5,11,0
136954,136955,7477764,34,3,single,rented,yes,Artist,Sangli-Miraj_&_Kupwad,Maharashtra,3,12,0
173055,173056,4356905,62,2,single,norent_noown,yes,Scientist,Meerut,Uttar_Pradesh,2,13,0
206297,206298,9270608,79,14,single,rented,no,Analyst,Kamarhati,West_Bengal,4,12,1
132137,132138,1050149,33,5,single,rented,no,Chef,Kakinada,Andhra_Pradesh,5,13,0
153117,153118,3867310,28,20,single,rented,no,Statistician,Rajpur_Sonarpur,West_Bengal,7,14,0
217503,217504,2292051,28,0,single,rented,no,Physician,Jalna,Maharashtra,0,13,0
66028,66029,5096110,24,18,single,rented,yes,Surgeon,Kishanganj[35],Bihar,11,12,0
19838,19839,169643,64,6,single,rented,no,Librarian,Uluberia,West_Bengal,4,11,0
118982,118983,4853948,39,10,single,rented,no,Magistrate,Tirupati[21][22],Andhra_Pradesh,10,10,0
190806,190807,6184253,42,20,single,rented,no,Chemical_engineer,Sonipat,Haryana,12,13,0
83202,83203,4728760,38,6,single,rented,no,Aviator,Eluru[25],Andhra_Pradesh,3,12,0
46333,46334,5187890,62,17,single,rented,no,Designer,Mehsana,Gujarat,8,10,0
239951,239952,3944971,79,9,single,rented,yes,Financial_Analyst,Tinsukia,Assam,6,14,0
18788,18789,6814296,37,16,single,rented,no,Computer_hardware_engineer,Hubliâ€“Dharwad,Karnataka,8,11,1
221206,221207,712844,76,12,single,rented,no,Aviator,Miryalaguda,Telangana,12,13,0
222296,222297,4154654,23,1,single,owned,no,Consultant,Morbi,Gujarat,1,13,0
12590,12591,6762902,43,10,single,rented,yes,Financial_Analyst,Kozhikode,Kerala,3,13,0
75389,75390,9864680,68,13,single,rented,yes,Technician,Vijayanagaram,Andhra_Pradesh,12,14,1
128287,128288,8531817,36,18,single,rented,yes,Engineer,Amravati,Maharashtra,14,14,0
237284,237285,7871826,69,14,single,rented,yes,Industrial_Engineer,Amaravati,Andhra_Pradesh,9,14,0
91190,91191,7831306,21,3,single,rented,yes,Economist,Tadipatri,Andhra_Pradesh,3,12,0
214197,214198,4346432,32,17,single,rented,no,Consultant,Bhubaneswar,Odisha,11,14,0
34170,34171,6184253,42,20,single,rented,no,Chemical_engineer,Sonipat,Haryana,12,13,0
162853,162854,3150849,56,2,single,rented,no,Analyst,Hyderabad,Telangana,2,13,0
154495,154496,7320325,42,3,single,owned,no,Comedian,Durg,Chhattisgarh,3,13,0
118207,118208,9475063,39,9,single,rented,no,Graphic_Designer,Malegaon,Maharashtra,4,14,0
125799,125800,8280263,28,16,single,rented,no,Flight_attendant,Aizawl,Mizoram,14,11,0
198608,198609,5563521,26,4,single,rented,no,Analyst,Rourkela,Odisha,4,13,1
128028,128029,8486446,37,13,single,rented,no,Secretary,Anantapuram[24],Andhra_Pradesh,11,12,0
55761,55762,1453440,66,11,single,rented,no,Dentist,Jalna,Maharashtra,11,14,0
142734,142735,6392443,32,8,single,rented,no,Surveyor,North_Dumdum,West_Bengal,8,12,0
173417,173418,7536082,29,1,single,rented,yes,Fashion_Designer,Bhiwandi,Maharashtra,1,11,0
4778,4779,7971597,65,3,single,rented,no,Geologist,Junagadh,Gujarat,3,14,0
185182,185183,9249971,69,4,single,rented,no,Physician,Pali,Rajasthan,4,14,0
76506,76507,5768112,52,3,single,owned,no,Physician,Karawal_Nagar,Delhi,3,11,0
137864,137865,519314,35,19,married,rented,no,Drafter,Haldia,West_Bengal,5,11,0
237953,237954,7011197,22,8,single,rented,no,Politician,Kollam,Kerala,8,12,0
212068,212069,2282442,47,4,single,rented,yes,Petroleum_Engineer,Raipur,Chhattisgarh,4,13,1
246315,246316,7481832,34,3,single,rented,no,Comedian,Bharatpur,Rajasthan,3,14,0
237056,237057,8621675,63,6,single,rented,no,Technical_writer,Mahbubnagar,Telangana,6,14,0
112997,112998,7712137,34,5,single,rented,yes,Official,Pune,Maharashtra,5,11,0
247451,247452,8147714,27,12,married,rented,no,Petroleum_Engineer,Mau,Uttar_Pradesh,10,13,0
182147,182148,874023,41,18,single,rented,yes,Technician,Nangloi_Jat,Delhi,5,13,0
210251,210252,8417601,60,2,single,rented,yes,Microbiologist,Jammu[16],Jammu_and_Kashmir,2,14,0
54883,54884,9543987,50,13,single,rented,no,Design_Engineer,Agra,Uttar_Pradesh,11,14,0
65212,65213,7894460,25,5,single,owned,no,Secretary,Machilipatnam,Andhra_Pradesh,5,10,0
49624,49625,7246361,55,19,single,rented,yes,Flight_attendant,Pimpri-Chinchwad,Maharashtra,3,10,0
136087,136088,5575513,71,0,single,rented,no,Chef,Hindupur,Andhra_Pradesh,0,11,0
247878,247879,5303182,30,11,single,rented,yes,Graphic_Designer,Tenali,Andhra_Pradesh,11,10,0
233417,233418,2654752,64,11,single,rented,no,Police_officer,Guwahati,Assam,9,14,0
204608,204609,8557058,33,2,single,rented,no,Industrial_Engineer,Deoghar,Jharkhand,2,14,0
97327,97328,4341286,75,1,single,rented,no,Consultant,Tirupati[21][22],Andhra_Pradesh,1,13,0
202796,202797,1151169,78,14,married,rented,yes,Hotel_Manager,Solapur,Maharashtra,13,14,0
227719,227720,4477207,25,8,single,rented,yes,Comedian,Patiala,Punjab,8,11,1
227108,227109,4032141,41,12,single,rented,no,Mechanical_engineer,Nellore[14][15],Andhra_Pradesh,4,11,0
198708,198709,221630,58,12,single,rented,yes,Web_designer,Durg,Chhattisgarh,7,12,0
122601,122602,7025012,70,6,single,rented,no,Lawyer,Aurangabad[39],Bihar,6,12,0
112829,112830,8775508,55,0,single,rented,no,Magistrate,Bhilai,Chhattisgarh,0,10,0
20410,20411,6133734,25,17,single,rented,no,Dentist,Anantapur,Andhra_Pradesh,4,13,0
238975,238976,5384916,51,12,single,rented,no,Firefighter,Guna,Madhya_Pradesh,7,13,0
197831,197832,5497030,35,19,single,owned,no,Petroleum_Engineer,Surat,Gujarat,11,10,0
70171,70172,3954973,58,14,married,rented,no,Librarian,Tiruppur,Tamil_Nadu,8,12,0
20110,20111,30515,73,12,single,rented,no,Physician,Gandhidham,Gujarat,3,11,0
131176,131177,6171221,56,18,single,rented,no,Graphic_Designer,Bareilly,Uttar_Pradesh,9,10,0
38833,38834,8143512,31,7,single,rented,no,Financial_Analyst,Thoothukudi,Tamil_Nadu,6,14,1
27968,27969,3670961,63,12,single,owned,no,Psychologist,Tinsukia,Assam,3,11,0
61420,61421,9803522,55,14,single,rented,no,Police_officer,Guna,Madhya_Pradesh,14,11,1
92648,92649,1851974,67,8,single,rented,no,Hotel_Manager,Bhatpara,West_Bengal,4,12,0
50708,50709,289113,40,5,single,rented,yes,Politician,Bilaspur,Chhattisgarh,5,12,1
53794,53795,9106505,73,15,single,rented,no,Consultant,Sonipat,Haryana,8,12,0
120718,120719,9659187,37,11,single,rented,yes,Aviator,Kolkata,West_Bengal,11,11,0
146805,146806,1867623,60,2,single,rented,yes,Chef,Ambattur,Tamil_Nadu,2,13,0
158704,158705,4778152,42,13,single,rented,no,Secretary,Tirupati[21][22],Andhra_Pradesh,3,12,0
48372,48373,4209565,50,1,single,rented,no,Petroleum_Engineer,Varanasi,Uttar_Pradesh,1,14,0
123829,123830,8755876,40,19,single,rented,no,Lawyer,North_Dumdum,West_Bengal,3,13,0
248356,248357,4738650,75,11,single,rented,no,Financial_Analyst,Ambarnath,Maharashtra,9,13,1
13529,13530,8261729,69,19,single,rented,yes,Physician,Vijayanagaram,Andhra_Pradesh,7,10,0
240258,240259,8768048,63,17,single,rented,yes,Computer_operator,Ambala,Haryana,6,14,0
111475,111476,3317412,55,13,single,rented,yes,Hotel_Manager,Kochi,Kerala,13,14,0
75046,75047,1541888,68,8,single,rented,no,Financial_Analyst,Bally,West_Bengal,6,12,0
50631,50632,8053436,42,8,single,rented,no,Chef,Mysore[7][8][9],Karnataka,8,11,1
156001,156002,5448587,39,1,single,rented,no,Aviator,Kanpur,Uttar_Pradesh,1,13,0
79568,79569,3804173,21,18,married,rented,yes,Scientist,Rewa,Madhya_Pradesh,8,14,0
104421,104422,6905894,39,8,single,rented,yes,Microbiologist,Mehsana,Gujarat,7,11,0
34505,34506,4691275,56,6,married,rented,no,Graphic_Designer,Ambattur,Tamil_Nadu,6,13,0
105141,105142,6884150,69,3,single,rented,no,Microbiologist,Kochi,Kerala,3,11,0
170692,170693,1770158,39,2,single,rented,no,Chemical_engineer,Ambattur,Tamil_Nadu,2,10,0
148085,148086,6014798,50,1,single,rented,yes,Civil_servant,Miryalaguda,Telangana,1,14,0
136412,136413,6207088,35,16,single,rented,no,Economist,Arrah,Bihar,13,13,1
9333,9334,8182419,22,6,single,rented,no,Web_designer,Bhusawal,Maharashtra,6,11,0
82026,82027,4011175,71,5,single,rented,yes,Computer_hardware_engineer,Kurnool[18],Andhra_Pradesh,5,13,0
168950,168951,5778620,70,19,single,rented,yes,Petroleum_Engineer,Gorakhpur,Uttar_Pradesh,13,14,0
220773,220774,1760751,73,14,single,rented,no,Industrial_Engineer,Pali,Rajasthan,7,11,0
54589,54590,3623971,21,7,single,rented,no,Magistrate,Bellary,Karnataka,7,13,0
167155,167156,9423566,49,7,single,rented,yes,Civil_servant,Nanded,Maharashtra,3,14,0
144318,144319,2745019,58,16,single,owned,no,Design_Engineer,Bathinda,Punjab,6,14,0
212690,212691,5643649,77,16,single,rented,yes,Surgeon,Noida,Uttar_Pradesh,13,12,0
55598,55599,6212340,56,11,single,rented,no,Drafter,Buxar[37],Bihar,11,12,0
57547,57548,7537350,52,12,single,rented,yes,Software_Developer,Karawal_Nagar,Delhi,11,13,0
190189,190190,5023725,67,9,married,rented,no,Army_officer,Hyderabad,Telangana,9,11,0
171399,171400,5176250,42,14,single,rented,no,Analyst,Bhiwani,Haryana,6,14,0
151399,151400,9173731,47,3,single,rented,no,Petroleum_Engineer,Hapur,Uttar_Pradesh,3,12,0
8826,8827,8619794,58,2,single,rented,no,Army_officer,New_Delhi,Delhi,2,12,0
205391,205392,4945087,50,16,single,owned,no,Chartered_Accountant,Jalgaon,Maharashtra,14,10,0
19791,19792,8354694,78,0,single,rented,no,Biomedical_Engineer,Madurai,Tamil_Nadu,0,10,0
8667,8668,4035806,40,12,single,rented,no,Scientist,Nashik,Maharashtra,12,12,0
95406,95407,8354694,78,0,single,rented,no,Biomedical_Engineer,Madurai,Tamil_Nadu,0,10,0
131328,131329,7073640,79,6,single,owned,yes,Chef,Dehri[30],Bihar,6,10,0
228355,228356,1457533,54,14,single,rented,no,Comedian,Bathinda,Punjab,9,10,1
221035,221036,3789076,73,14,single,rented,no,Drafter,Kozhikode,Kerala,6,10,0
23284,23285,36391,34,7,single,rented,no,Engineer,Delhi_city,Delhi,6,12,0
44150,44151,9238028,46,19,single,rented,no,Hotel_Manager,Latur,Maharashtra,3,14,0
38752,38753,7231280,27,0,single,rented,yes,Civil_engineer,Bareilly,Uttar_Pradesh,0,10,0
3441,3442,1526173,35,19,single,rented,yes,Police_officer,Katni,Madhya_Pradesh,13,14,0
243792,243793,2722505,62,16,single,rented,no,Chartered_Accountant,Sangli-Miraj_&_Kupwad,Maharashtra,4,12,0
161236,161237,5928263,42,11,married,rented,no,Police_officer,Gandhinagar,Gujarat,7,11,0
32448,32449,4392927,41,2,single,rented,no,Chemical_engineer,Mirzapur,Uttar_Pradesh,2,13,1
136984,136985,7257927,75,18,single,rented,no,Chef,Silchar,Assam,10,13,0
249532,249533,2322870,71,9,single,rented,no,Librarian,Chinsurah,West_Bengal,9,10,0
23800,23801,4829059,59,17,married,rented,no,Geologist,Phagwara,Punjab,11,13,0
134406,134407,7862365,49,11,single,rented,no,Design_Engineer,Bokaro,Jharkhand,8,12,0
26387,26388,1106260,39,8,single,owned,no,Aviator,Raipur,Chhattisgarh,8,10,1
171169,171170,7268002,62,15,single,rented,yes,Fashion_Designer,Gudivada,Andhra_Pradesh,13,14,0
175578,175579,207067,61,18,single,rented,no,Aviator,Ranchi,Jharkhand,12,10,0
67598,67599,4837156,22,10,single,rented,yes,Design_Engineer,Ongole,Andhra_Pradesh,9,10,0
22399,22400,1223133,68,6,single,norent_noown,no,Chartered_Accountant,Kozhikode,Kerala,6,10,0
4121,4122,6191553,68,15,single,norent_noown,yes,Technician,Serampore,West_Bengal,13,14,1
136560,136561,881669,57,20,single,rented,no,Physician,Chandigarh_city,Chandigarh,12,14,0
